time(s),48.0Hz,48.25Hz,48.5Hz,48.75Hz,49.0Hz,49.25Hz,49.5Hz,49.75Hz,50.0Hz,50.25Hz,50.5Hz,50.75Hz,51.0Hz,51.25Hz,51.5Hz,51.75Hz,52.0Hz
0.2084,125.5834,92.5389,49.6661,1.5184,-46.7905,-90.13,-123.897,-144.5053,-149.7661,-139.1207,-113.6997,-76.2029,-30.6129,18.2284,65.1338,105.1215,133.9445
0.2086,120.4101,85.2153,40.9529,-7.6674,-55.4717,-97.3734,-128.9136,-146.7363,-148.9448,-135.3043,-107.2661,-67.8138,-21.1456,27.7728,73.7359,111.8528,138.0675
0.2088,114.7989,77.5786,32.0876,-16.8244,-63.9427,-104.2439,-133.4316,-148.3939,-147.5357,-130.9485,-100.4007,-59.149,-11.5914,37.202,82.0293,118.1113,141.6013
0.209,108.7701,69.6568,23.1031,-25.9183,-72.1713,-110.7153,-137.4334,-149.4717,-145.5444,-126.0708,-93.1311,-50.2437,-1.9896,46.477,89.9793,123.8705,144.5306
0.2092,102.3457,61.4789,14.0328,-34.915,-80.1263,-116.7628,-140.9037,-149.9655,-142.9786,-120.6906,-85.4866,-41.1342,7.6203,55.5593,97.5525,129.106,146.8429
0.2094,95.549,53.0751,4.9105,-43.7806,-87.7776,-122.3631,-143.8289,-149.8734,-139.8486,-114.8292,-77.4979,-31.8574,17.199,64.4112,104.7173,133.7957,148.5285
0.2096,88.4048,44.4762,-4.2301,-52.4821,-95.0962,-127.4949,-146.1978,-149.1957,-136.1666,-108.5102,-69.1973,-22.451,26.707,72.9961,111.4437,137.9198,149.5801
0.2098,80.9391,35.7139,-13.355,-60.9866,-102.0544,-132.1386,-148.0012,-147.9351,-131.9473,-101.7586,-60.618,-12.9534,36.1054,81.2782,117.7035,141.4608,149.9932
0.21,73.1789,26.8203,-22.4303,-69.2623,-108.6258,-136.2762,-149.2321,-146.0964,-127.2072,-94.6014,-51.7947,-3.4031,45.3555,89.2234,123.4705,144.4038,149.7661
0.2102,65.1526,17.8282,-31.4223,-77.2782,-114.7854,-139.8921,-149.8858,-143.6869,-121.9651,-87.0671,-42.7629,6.161,54.4194,96.7987,128.7205,146.7363,148.8997
0.2104,56.8894,8.7705,-40.2976,-85.0041,-120.51,-142.9723,-149.9597,-140.716,-116.2417,-79.1857,-33.559,15.7001,63.2598,103.9725,133.4316,148.4485,147.3977
0.2106,48.4192,-0.3194,-49.0233,-92.4111,-125.7778,-145.505,-149.4536,-137.1953,-110.0595,-70.9887,-24.2199,25.1753,71.8406,110.7153,137.5841,149.5331,145.2666
0.2108,39.7728,-9.4081,-57.5669,-99.4714,-130.5688,-147.4806,-148.3694,-133.1386,-103.4429,-62.5088,-14.7833,34.5482,80.1263,116.9991,141.1605,149.9855,142.5154
0.211,30.9819,-18.4623,-65.8968,-106.1585,-134.865,-148.8915,-146.7112,-128.5616,-96.4181,-53.7796,-5.2873,43.7806,88.083,122.7977,144.1459,149.8039,139.1559
0.2112,22.0782,-27.4486,-73.982,-112.4474,-138.65,-149.7322,-144.4856,-123.4823,-89.0128,-44.8361,4.2301,52.8351,95.6781,128.0871,146.5278,148.989,135.2024
0.2114,13.0942,-36.334,-81.7924,-118.3144,-141.9094,-149.9997,-141.7012,-117.9206,-81.2562,-35.7139,13.7305,61.6747,102.8804,132.8455,148.2962,147.5442,130.6718
0.2116,4.0626,-45.0859,-89.2992,-123.7374,-144.631,-149.6927,-138.3686,-111.8981,-73.1789,-26.4493,23.1755,70.2635,109.6602,137.0531,149.4437,145.4757,125.5834
0.2118,-4.9837,-53.6721,-96.4743,-128.6963,-146.8044,-148.8126,-134.5008,-105.4385,-64.8129,-17.0793,32.5273,78.5667,115.9898,140.6924,149.9655,142.7922,119.959
0.212,-14.012,-62.061,-103.2912,-133.1723,-148.4213,-147.3627,-130.1127,-98.5668,-56.191,-7.6412,41.7481,86.5504,121.8431,143.7484,149.8595,139.505,113.8225
0.2122,-22.9893,-70.2219,-109.7245,-137.1487,-149.4757,-145.3485,-125.2214,-91.3101,-47.3474,1.8273,50.8008,94.1822,127.1961,146.2083,149.126,135.628,107.2002
0.2124,-31.8829,-78.1246,-115.7503,-140.6105,-149.9635,-142.7777,-119.8457,-83.6965,-38.3169,11.2886,59.6491,101.4311,132.0269,148.0621,147.7682,131.1777,100.1203
0.2126,-40.6606,-85.7403,-121.3464,-143.5448,-149.8829,-139.6603,-114.0065,-75.756,-29.1352,20.7048,68.2571,108.2677,136.3156,149.3019,145.7917,126.1728,92.6131
0.2128,-49.2904,-93.0408,-126.4918,-145.9406,-149.2342,-136.0081,-107.7262,-67.5194,-19.8385,30.0386,76.5904,114.664,140.0446,149.9227,143.2048,120.6346,84.7105
0.213,-57.741,-99.9994,-131.1676,-147.7888,-148.0199,-131.8351,-101.0293,-59.0191,-10.4635,39.2526,84.6154,120.5941,143.1985,149.9218,140.0183,114.5863,76.4463
0.2132,-65.9815,-106.5905,-135.3562,-149.0826,-146.2445,-127.1572,-93.9416,-50.2881,-1.0472,48.3101,92.2997,126.0339,145.7646,149.2994,136.2456,108.0536,67.8559
0.2134,-73.982,-112.7898,-139.0422,-149.8171,-143.9148,-121.9925,-86.4905,-41.3607,8.3732,57.1751,99.6124,130.9613,147.7321,148.0579,131.9024,101.0641,58.9758
0.2136,-81.7134,-118.5746,-142.212,-149.9894,-141.0397,-116.3607,-78.7049,-32.2717,17.7606,65.8121,106.5241,135.3562,149.093,146.2025,127.007,93.6474,49.8439
0.2138,-89.1476,-123.9236,-144.8536,-149.5991,-137.6299,-110.2833,-70.6148,-23.0565,27.0779,74.1869,113.007,139.2008,149.8418,143.7409,121.5799,85.8348,40.4993
0.214,-96.2576,-128.8172,-146.9573,-148.6475,-133.6985,-103.7837,-62.2516,-13.7513,36.2883,82.2659,119.0349,142.4794,149.9753,140.6833,115.6437,77.6593,30.9819
0.2142,-103.0175,-133.2373,-148.5153,-147.1382,-129.2603,-96.8866,-53.6476,-4.3924,45.3555,90.017,124.5836,145.1788,149.493,137.0425,109.2234,69.1554,21.3321
0.2144,-109.4026,-137.1678,-149.5219,-145.0769,-124.3322,-89.6186,-44.8361,4.9837,54.2437,97.4092,129.6307,147.2879,148.397,132.8334,102.3457,60.3593,11.5914
0.2146,-115.3899,-140.5941,-149.9732,-142.4713,-118.9328,-82.0074,-35.8512,14.3404,62.9178,104.4132,134.1559,148.7981,146.6916,128.0735,95.0395,51.3079,1.8011
0.2148,-120.9574,-143.5038,-149.8675,-139.3311,-113.0827,-74.0822,-26.7276,23.641,71.3436,111.001,138.1411,149.7034,144.3839,122.7826,87.3355,42.0397,-7.9968
0.215,-126.085,-145.886,-149.2054,-135.6683,-106.8039,-65.8733,-17.5006,32.8492,79.4879,117.1464,141.5701,149.9999,141.4834,116.9827,79.2658,32.5937,-17.7606
0.2152,-130.754,-147.7321,-147.9892,-131.4964,-100.1203,-57.4122,-8.2059,41.9291,87.3184,122.8247,144.4292,149.6867,138.002,110.6977,70.8642,23.01,-27.4486
0.2154,-134.9474,-149.0352,-146.2235,-126.8312,-93.0572,-48.7312,1.1205,50.8452,94.8044,128.0135,146.7069,148.7648,133.9539,103.9537,62.1659,13.3289,-37.0194
0.2156,-138.65,-149.7906,-143.9148,-121.6902,-85.6414,-39.8637,10.4426,59.5626,101.9162,132.692,148.3939,147.2381,129.3558,96.7787,53.2073,3.5915,-46.4322
0.2158,-141.8482,-149.9955,-141.0717,-116.0926,-77.901,-30.8435,19.7243,68.0473,108.6258,136.8416,149.4835,145.1127,124.2267,89.2024,44.026,-6.161,-55.6468
0.216,-144.5306,-149.6491,-137.7047,-110.0595,-69.8653,-21.7052,28.9297,76.2661,114.9067,140.4457,149.9713,142.3974,118.5874,81.2562,34.6603,-15.8875,-64.6239
0.2162,-146.6872,-148.7527,-133.8264,-103.6134,-61.5649,-12.4838,38.0232,84.1869,120.7341,143.49,149.8554,139.1031,112.4612,72.9732,25.1495,-25.5469,-73.3252
0.2164,-148.3103,-147.3096,-129.4512,-96.7787,-53.031,-3.2147,46.9696,91.7788,126.085,145.9624,149.1362,135.2432,105.8733,64.3876,15.5335,-35.0983,-81.7134
0.2166,-149.394,-145.3252,-124.5952,-89.5808,-44.2962,6.0669,55.7343,99.0121,130.9383,147.8529,147.8165,130.8334,98.8507,55.535,5.8523,-44.5012,-89.7529
0.2168,-149.9343,-142.8066,-119.2766,-82.0468,-35.3934,15.3251,64.2835,105.8585,135.2749,149.154,145.9018,125.8918,91.4222,46.4521,-3.8533,-53.7161,-97.4092
0.217,-149.9292,-139.7632,-113.515,-74.2051,-26.3566,24.5247,72.584,112.2913,139.0776,149.8606,143.3997,120.4382,83.6183,37.1767,-13.5427,-62.7038,-104.6498
0.2172,-149.3789,-136.2061,-107.332,-66.0849,-17.2198,33.6304,80.6038,118.2854,142.3314,149.9699,140.3203,114.495,75.4711,27.7471,-23.1755,-71.4265,-111.4437
0.2174,-148.2852,-132.1485,-100.7503,-57.7168,-8.0177,42.6073,88.3117,123.8173,145.0235,149.4814,136.676,108.0863,67.014,18.2024,-32.7113,-79.8472,-117.7619
0.2176,-146.6521,-127.6052,-93.7946,-49.1322,1.2147,51.4211,95.6781,128.8654,147.1433,148.397,132.4814,101.2381,58.2818,8.5823,-42.1101,-87.9304,-123.5774
0.2178,-144.4856,-122.5929,-86.4905,-40.3632,10.4426,60.038,102.6744,133.4101,148.6823,146.7211,127.7536,93.9783,49.3102,-1.0734,-51.3325,-95.6418,-128.8654
0.218,-141.7937,-117.13,-78.8653,-31.4428,19.6308,68.4249,109.2736,137.4334,149.6346,144.4603,122.5113,86.3364,40.1362,-10.7246,-60.3401,-102.9489,-133.6034
0.2182,-138.5859,-111.2367,-70.9472,-22.4044,28.7447,76.5499,115.4501,140.9198,149.9963,141.6237,116.7759,78.3435,30.7974,-20.3314,-69.095,-109.8208,-137.7711
0.2184,-134.8741,-104.9345,-62.7657,-13.282,37.7496,84.3818,121.18,143.8556,149.7661,138.2226,110.5704,70.0321,21.3321,-29.8539,-77.5607,-116.2284,-141.3507
0.2186,-130.6718,-98.2467,-54.3511,-4.1097,46.6114,91.8905,126.4412,146.2294,148.9448,134.2705,103.9197,61.4359,11.7793,-39.2526,-85.7016,-122.1447,-144.327
0.2188,-125.9941,-91.1979,-45.7346,5.0779,55.2966,99.0474,131.2133,148.0317,147.5357,129.7832,96.8506,52.59,2.1781,-48.4885,-93.4837,-127.5446,-146.6872
0.219,-120.8582,-83.8138,-36.9484,14.2466,63.7721,105.8251,135.4778,149.2557,145.5444,124.7786,89.3917,43.5302,-7.4321,-57.5234,-100.8744,-132.4052,-148.4213
0.2192,-115.2827,-76.1217,-28.0249,23.3617,72.006,112.1975,139.2184,149.8966,142.9786,119.2766,81.5729,34.2934,-17.0117,-66.3198,-107.8428,-136.7062,-149.5219
0.2194,-109.2879,-68.1499,-18.9974,32.3893,79.9669,118.1403,142.4204,149.9517,139.8486,113.2991,73.4256,24.9172,-26.5215,-74.8412,-114.3596,-140.4292,-149.9842
0.2196,-102.8956,-59.9276,-9.8993,41.2953,87.6247,123.6308,145.0715,149.421,136.1666,106.8701,64.9828,15.4397,-35.9224,-83.0523,-120.3976,-143.5585,-149.8063
0.2198,-96.129,-51.485,-0.7645,50.0463,94.9504,128.6478,147.1616,148.3064,131.9473,100.015,56.2784,5.8994,-45.1758,-90.9191,-125.9316,-146.081,-148.989
0.22,-89.0128,-42.8533,8.3732,58.6097,101.9162,133.1723,148.6823,146.6124,127.2072,92.7613,47.3474,-3.6648,-54.2437,-98.4089,-130.9383,-147.9858,-147.5357
0.2202,-81.5729,-34.064,17.4798,66.9531,108.4957,137.1868,149.628,144.3455,121.9651,85.1378,38.2257,-13.2142,-63.0889,-105.4906,-135.3968,-149.2651,-145.4527
0.2204,-73.8362,-25.1495,26.5215,75.0453,114.664,140.6761,149.9949,141.5147,116.2417,77.1749,28.9502,-22.7098,-71.675,-112.1349,-139.2884,-149.9133,-142.7488
0.2206,-65.831,-16.1426,35.4647,82.856,120.3976,143.6266,149.7816,138.1309,110.0595,68.9044,19.5582,-32.1131,-79.9669,-118.3144,-142.5969,-149.9278,-139.4356
0.2208,-57.5863,-7.0764,44.2762,90.3559,125.675,146.0273,148.989,134.2074,103.4429,60.3593,10.0874,-41.3859,-87.9304,-124.0032,-145.3083,-149.3084,-135.5272
0.221,-49.1322,2.0158,52.9233,97.5167,130.4759,147.8687,147.6201,129.7596,96.4181,51.5735,0.576,-50.4903,-95.5329,-129.1779,-147.4113,-148.0579,-131.0404
0.2212,-40.4993,11.1006,61.3738,104.3117,134.7824,149.144,145.6801,124.8047,89.0128,42.5822,-8.9378,-59.3895,-102.7431,-133.817,-148.8972,-146.1814,-125.9941
0.2214,-31.7192,20.1446,69.5965,110.7153,138.5779,149.8482,143.1767,119.3623,81.2562,33.4212,-18.4155,-68.0473,-109.5315,-137.9012,-149.7596,-143.6869,-120.4101
0.2216,-22.8237,29.1146,77.5607,116.7036,141.8482,149.9786,140.1195,113.4534,73.1789,24.1269,-27.8191,-76.4283,-115.8701,-141.4137,-149.9951,-140.585,-114.3122
0.2218,-13.8452,37.9776,85.2369,122.254,144.5809,149.5347,136.5202,107.1013,64.8129,14.7364,-37.1107,-84.4986,-121.733,-144.3398,-149.6025,-136.8888,-107.7262
0.222,-4.8163,46.701,92.5966,127.3458,146.7655,148.5183,132.3929,100.3307,56.191,5.2873,-46.2529,-92.2254,-127.0961,-146.6675,-148.5836,-132.6138,-100.6805
0.2222,4.2301,55.2528,99.6124,131.9597,148.3939,146.9331,127.7536,93.1681,47.3474,-4.183,-55.2089,-99.5772,-131.9373,-148.387,-146.9426,-127.7782,-93.205
0.2224,13.2611,63.6015,106.2584,136.0786,149.4598,144.7854,122.62,85.6414,38.3169,-13.6366,-63.9427,-106.5241,-136.2368,-149.4913,-144.6864,-122.4025,-85.3317
0.2226,22.2439,71.7164,112.5097,139.687,149.9592,142.0832,117.0122,77.7802,29.1352,-23.0358,-72.419,-113.038,-139.9769,-149.9758,-141.8244,-116.5093,-77.0941
0.2228,31.1458,79.5678,118.3433,142.7713,149.8902,138.837,110.9517,69.615,19.8385,-32.3432,-80.6038,-119.0922,-143.1423,-149.8384,-138.3686,-110.1235,-68.5274
0.223,39.9344,87.1268,123.7374,145.32,149.2531,135.0592,104.4621,61.1779,10.4635,-41.5217,-88.464,-124.6622,-145.72,-149.0797,-134.3335,-103.2722,-59.6683
0.2232,48.5777,94.3655,128.6721,147.3234,148.0503,130.7642,97.5684,52.5017,1.0472,-50.5347,-95.9682,-129.7254,-147.6993,-147.7029,-129.7359,-95.9843,-50.5544
0.2234,57.0444,101.2574,133.1289,148.7742,146.2863,125.9686,90.2973,43.6204,-8.3732,-59.3463,-103.086,-134.2612,-149.0722,-145.7137,-124.5952,-88.2906,-41.2248
0.2236,65.3035,107.7772,137.0914,149.6667,143.9679,120.6906,82.677,34.5686,-17.7606,-67.9212,-109.7887,-138.251,-149.833,-143.1204,-118.9328,-80.2237,-31.7192
0.2238,73.3252,113.9009,140.5448,149.9978,141.1037,114.9504,74.7368,25.3818,-27.0779,-76.2255,-116.0495,-141.6788,-149.9786,-139.9336,-112.7725,-71.8176,-22.0782
0.224,81.0801,119.606,143.4763,149.7661,137.7047,108.7701,66.5076,16.0958,-36.2883,-84.2259,-121.8431,-144.5306,-149.5084,-136.1666,-106.14,-63.1079,-12.343
0.2242,88.5401,124.8715,145.875,148.9725,133.7838,102.1733,58.0211,6.7469,-45.3555,-91.8905,-127.1461,-146.7947,-148.4243,-131.8351,-99.0632,-54.1314,-2.555
0.2244,95.6781,129.6781,147.7321,147.6201,129.3558,95.1853,49.3102,-2.6283,-54.2437,-99.1889,-131.9373,-148.462,-146.7308,-126.9569,-91.5715,-44.9261,7.2438
0.2246,102.4681,134.0081,149.0405,145.7137,124.4376,87.8328,40.4086,-11.9933,-62.9178,-106.0919,-136.1974,-149.5256,-144.4349,-121.5523,-83.6965,-35.5308,17.0117
0.2248,108.8854,137.8455,149.7955,143.2608,119.0476,80.144,31.3506,-21.3114,-71.3436,-112.572,-139.9091,-149.9813,-141.5459,-115.6437,-75.4711,-25.9853,26.707
0.225,114.9067,141.1764,149.9943,140.2703,113.2064,72.1483,22.1714,-30.5463,-79.4879,-118.6034,-143.0575,-149.8273,-138.0757,-109.2556,-66.9297,-16.33,36.2883
0.2252,120.51,143.9884,149.6361,136.7536,106.9362,63.8764,12.9064,-39.6618,-87.3184,-124.1621,-145.6301,-149.064,-134.0386,-102.4146,-58.108,-6.6057,45.7147
0.2254,125.675,146.2712,148.7222,132.7238,100.2606,55.3598,3.5915,-48.6223,-94.8044,-129.2258,-147.6163,-147.6947,-129.4512,-95.1489,-49.0431,3.1466,54.946
0.2256,130.3828,148.0165,147.2561,128.196,93.205,46.6313,-5.7372,-57.3928,-101.9162,-133.7744,-149.0083,-145.7249,-124.3322,-87.4887,-39.7728,12.8856,63.9427
0.2258,134.6165,149.2178,145.2431,123.1873,85.7961,37.7243,-15.0438,-65.9391,-108.6258,-137.7897,-149.8004,-143.1626,-118.7027,-79.4657,-30.3361,22.5701,72.6665
0.226,138.3605,149.8706,142.6908,117.7165,78.062,28.6727,-24.2922,-74.2278,-114.9067,-141.2558,-149.9894,-140.0183,-112.5859,-71.1132,-20.7723,32.1592,81.0801
0.2262,141.6013,149.9727,139.6086,111.8039,70.0321,19.5114,-33.4467,-82.2265,-120.7341,-144.1589,-149.5746,-136.3047,-106.0068,-62.4659,-11.1215,41.6123,89.1476
0.2264,144.327,149.5235,136.0081,105.472,61.7367,10.2754,-42.4718,-89.9038,-126.085,-146.4873,-148.5576,-132.0368,-98.9924,-53.5596,-1.4242,50.8895,96.8346
0.2266,146.5278,148.5249,131.9024,98.7443,53.2073,1.0001,-51.3325,-97.2299,-130.9383,-148.2319,-146.9426,-127.2322,-91.5715,-44.4312,8.2791,59.9516,104.1083
0.2268,148.1956,146.9803,127.307,91.6462,44.4762,-8.2791,-59.9948,-104.1762,-135.2749,-149.3855,-144.736,-121.9102,-83.7747,-35.1186,17.9478,68.7602,110.9376
0.227,149.3244,144.8956,122.2388,84.2042,35.5766,-17.5266,-68.4249,-110.7153,-139.0776,-149.9437,-141.9467,-116.0926,-75.6339,-25.6604,27.5412,77.2782,117.2934
0.2272,149.9101,142.2784,116.7167,76.4463,26.5421,-26.707,-76.5904,-116.8219,-142.3314,-149.9042,-138.5859,-109.803,-67.1826,-16.0958,37.0194,85.4694,123.1485
0.2274,149.9505,139.1383,110.7612,68.4016,17.407,-35.7851,-84.4597,-122.4721,-145.0235,-149.2671,-134.6673,-103.0669,-58.4554,-6.4644,46.3426,93.2993,128.4779
0.2276,149.4455,135.4868,104.3944,60.1003,8.2059,-44.7262,-92.0022,-127.6437,-147.1433,-148.0351,-130.2064,-95.9118,-49.4882,3.1937,55.4717,100.7348,133.2589
0.2278,148.397,131.3374,97.64,51.5735,-1.0262,-53.496,-99.1889,-132.3166,-148.6823,-146.213,-125.2214,-88.3668,-40.3178,12.8386,64.3686,107.7444,137.4712
0.228,146.8087,126.7053,90.523,42.8533,-10.2545,-62.061,-105.9919,-136.4725,-149.6346,-143.8081,-119.7323,-80.4624,-30.9819,22.4303,72.9961,114.2986,141.0966
0.2282,144.6864,121.6075,83.0698,33.9722,-19.4439,-70.3884,-112.385,-140.0952,-149.9963,-140.8299,-113.7611,-72.2309,-21.5187,31.929,81.3178,120.3695,144.1198
0.2284,142.0378,116.0628,75.3081,24.9637,-28.5597,-78.4462,-118.3433,-143.1705,-149.7661,-137.2904,-107.332,-63.7058,-11.9672,41.2953,89.2992,125.9316,146.5278
0.2286,138.8727,110.0915,67.2668,15.8615,-37.5671,-86.2037,-123.8439,-145.6864,-148.9448,-133.2036,-100.4707,-54.9216,-2.3666,50.4903,96.9066,130.9613,148.3103
0.2288,135.2024,103.7156,58.9758,6.6998,-46.4322,-93.631,-128.8654,-147.633,-147.5357,-128.5859,-93.205,-45.9141,7.2438,59.4761,104.1083,135.4373,149.4598
0.229,131.0404,96.9586,50.4657,-2.487,-55.1213,-100.6999,-133.3885,-149.0029,-145.5444,-123.4556,-85.564,-36.72,16.8244,68.2152,110.8742,139.3408,149.9713
0.2292,126.4017,89.8452,41.7682,-11.6645,-63.6015,-107.3832,-137.3956,-149.7906,-142.9786,-117.8332,-77.5786,-27.3765,26.3359,76.6715,117.1758,142.6552,149.8427
0.2294,121.3033,82.4016,32.9156,-20.7982,-71.8406,-113.6553,-140.8713,-149.993,-139.8486,-111.7411,-69.2809,-17.9218,35.7393,84.8098,122.9868,145.3666,149.0745
0.2296,115.7637,74.6551,23.9408,-29.8539,-79.8073,-119.4921,-143.8021,-149.6093,-136.1666,-105.2036,-60.7042,-8.3941,44.996,92.5966,128.2829,147.4634,147.67
0.2298,109.803,66.6343,14.8771,-38.7976,-87.4716,-124.8715,-146.1767,-148.6412,-131.9473,-98.2467,-51.8832,1.1676,54.0679,99.9994,133.042,148.9368,145.6351
0.23,103.4429,58.3686,5.7582,-47.5957,-94.8044,-129.7727,-147.9858,-147.0922,-127.2072,-90.8983,-42.8533,10.7246,62.9178,106.9876,137.244,149.7805,142.9786
0.2302,96.7066,49.8884,-3.3822,-56.2153,-101.7778,-134.177,-149.2226,-144.9685,-121.9651,-83.1875,-33.6508,20.238,71.5094,113.5322,140.8713,149.991,139.7118
0.2304,89.6186,41.2248,-12.5099,-64.6239,-108.3655,-138.0675,-149.8821,-142.2784,-116.2417,-75.1451,-24.3129,29.6691,79.8073,119.606,143.9089,149.5675,135.8486
0.2306,82.2046,32.4097,-21.5913,-72.7901,-114.5424,-141.4294,-149.9619,-139.0324,-110.0595,-66.8031,-14.8771,38.9796,87.7776,125.1839,146.344,148.5117,131.4056
0.2308,74.4916,23.4755,-30.5924,-80.6832,-120.2851,-144.2497,-149.4616,-135.2432,-103.4429,-58.1949,-5.3814,48.1316,95.3875,130.2428,148.1663,146.828,126.4017
0.231,66.5076,14.455,-39.4799,-88.2737,-125.572,-146.5177,-148.3832,-130.9255,-96.4181,-49.3547,4.1359,57.0879,102.6057,134.7617,149.3683,144.5236,120.8582
0.2312,58.2818,5.3814,-48.2209,-95.5329,-130.3828,-148.2246,-146.7308,-126.0963,-89.0128,-40.3178,13.6366,65.8121,109.4026,138.7218,149.945,141.6082,114.7989
0.2314,49.8439,-3.7119,-56.7828,-102.4337,-134.6995,-149.364,-144.5109,-120.7744,-81.2562,-31.1202,23.0824,74.2688,115.7503,142.1067,149.8938,138.0941,108.2495
0.2316,41.2248,-12.7917,-65.1338,-108.9502,-138.5057,-149.9315,-141.7321,-114.9807,-73.1789,-21.7985,32.4353,82.4234,121.6228,144.9024,149.2151,133.9963,101.2381
0.2318,32.4557,-21.8244,-73.2429,-115.058,-141.7868,-149.9248,-138.4049,-108.7377,-64.8129,-12.3899,41.6576,90.243,126.9959,147.0973,147.9116,129.332,93.7946
0.232,23.5686,-30.7769,-81.0801,-120.7341,-144.5306,-149.3441,-134.5425,-102.0698,-56.191,-2.932,50.7121,97.6956,131.8475,148.6823,145.9889,124.1209,85.9507
0.2322,14.5957,-39.6163,-88.6162,-125.9572,-146.7265,-148.1915,-130.1596,-95.0031,-47.3474,6.5377,59.5626,104.7511,136.1578,149.6509,143.4549,118.3851,77.7399
0.2324,5.5698,-48.3101,-95.8232,-130.7078,-148.3663,-146.4715,-125.2733,-87.5652,-38.3169,15.9813,68.1732,111.3806,139.9091,149.9989,140.3203,112.1489,69.1973
0.2326,-3.4764,-56.8264,-102.6744,-134.968,-149.4437,-144.1907,-119.9024,-79.7852,-29.1352,25.3611,76.5094,117.5573,143.0859,149.725,136.5982,105.4385,60.3593
0.2328,-12.5099,-65.1338,-109.1444,-138.7218,-149.9547,-141.3577,-114.0677,-71.6934,-19.8385,34.6399,84.5376,123.256,145.6751,148.8303,132.3042,98.2823,51.2637
0.233,-21.498,-73.2018,-115.209,-141.9552,-149.8973,-137.9835,-107.7918,-63.3215,-10.4635,43.7806,92.2254,128.4536,147.6663,147.3185,127.4563,90.7107,41.9492
0.2332,-30.4078,-81.0008,-120.8458,-144.6559,-149.2718,-134.0809,-101.099,-54.7023,-1.0472,52.7468,99.5419,133.1289,149.0511,145.1959,122.0747,82.7556,32.4557
0.2334,-39.2071,-88.5021,-126.0339,-146.814,-148.0805,-129.6649,-94.0151,-45.8693,8.3732,61.5028,106.4577,137.263,149.824,142.4713,116.1821,74.4507,22.8237
0.2336,-47.8637,-95.6781,-130.754,-148.4213,-146.3279,-124.7524,-86.5675,-36.857,17.7606,70.0136,112.945,140.8389,149.9817,139.1559,109.803,65.831,13.0942
0.2338,-56.3463,-102.5025,-134.9885,-149.4717,-144.0207,-119.3623,-78.7851,-27.7008,27.0779,78.2453,118.9775,143.8423,149.5235,135.2636,102.9642,56.933,3.3089
0.234,-64.6239,-108.9502,-138.7218,-149.9614,-141.1676,-113.515,-70.698,-18.4363,36.2883,86.1651,124.531,146.2608,148.4515,130.8104,95.6943,47.7943,-6.4906
0.2342,-72.6665,-114.9975,-141.9399,-149.8884,-137.7794,-107.2332,-62.3374,-9.0998,45.3555,93.7414,129.5832,148.0846,146.7699,125.8148,88.0237,38.4535,-16.2624
0.2344,-80.4447,-120.6221,-144.631,-149.2531,-133.869,-100.5407,-53.7356,0.2723,54.2437,100.9441,134.1138,149.3064,144.4856,120.2976,79.9846,28.9502,-25.9647
0.2346,-87.9304,-125.8034,-146.785,-148.0579,-129.4512,-93.4632,-44.9261,9.6433,62.9178,107.7444,138.1044,149.9211,141.6082,114.2816,71.6106,19.3245,-35.5562
0.2348,-95.0962,-130.5224,-148.3939,-146.3071,-124.5427,-86.0279,-35.9427,18.9766,71.3436,114.1153,141.539,149.9263,138.1493,107.7918,62.9368,9.6171,-44.996
0.235,-101.9162,-134.7617,-149.4518,-144.0075,-119.1622,-78.2631,-26.8203,28.2358,79.4879,120.0312,144.4038,149.3219,134.1231,100.855,53.9995,-0.1309,-54.2437
0.2352,-108.3655,-138.5057,-149.9547,-141.1676,-113.33,-70.1987,-17.5942,37.3846,87.3184,125.4688,146.6872,148.1104,129.5463,93.5001,44.8361,-9.8784,-63.2598
0.2354,-114.4206,-141.7406,-149.9008,-137.798,-107.0683,-61.8655,-8.3,46.3874,94.8044,130.4061,148.3801,146.2967,124.4376,85.7575,35.485,-19.5841,-72.006
0.2356,-120.0595,-144.4547,-149.2902,-133.9115,-100.4007,-53.2954,1.0262,55.2089,101.9162,134.8237,149.4757,143.8882,118.8179,77.6593,25.9853,-29.2071,-80.4447
0.2358,-125.2618,-146.6378,-148.1253,-129.5225,-93.3526,-44.5212,10.3486,63.8148,108.6258,138.7038,149.9695,140.8947,112.7104,69.2391,16.3769,-38.7065,-88.5401
0.236,-130.0084,-148.282,-146.4103,-124.6477,-85.9507,-35.5766,19.6308,72.1713,114.9067,142.0311,149.8595,137.3283,106.14,60.5318,6.6998,-48.0423,-96.2576
0.2362,-134.2822,-149.3812,-144.1517,-119.3052,-78.2229,-26.4957,28.8372,80.2458,120.7341,144.7922,149.1462,133.2036,99.1339,51.5735,-3.0053,-57.1751,-103.5642
